,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,snapshotDate,latestStockPrice,optionType,ticker
113,CELH250509C00047000,2025-04-28 14:36:52+00:00,47.0,0.12,0.07,0.13,-0.1,-45.454544,200.0,25,0.8808605664062499,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
114,CELH250509C00048000,2025-04-25 14:34:59+00:00,48.0,0.17,0.01,0.27,0.0,0.0,2.0,26,0.9960937890625,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
115,CELH250509C00049000,2025-04-22 16:17:58+00:00,49.0,0.3,0.0,0.95,0.0,0.0,1.0,8,1.3916046044921875,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
116,CELH250509C00050000,2025-04-28 14:12:07+00:00,50.0,0.06,0.01,0.14,-0.05,-45.454544,5.0,61,0.9882813671875,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
117,CELH250509C00052000,2025-04-21 19:56:39+00:00,52.0,0.09,0.0,1.28,0.0,0.0,,6,1.7021499267578126,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
118,CELH250509C00055000,2025-04-11 14:32:31+00:00,55.0,0.15,0.0,0.75,0.0,0.0,,138,1.642579912109375,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,CALL,CELH
119,CELH250509P00020000,2025-04-28 17:28:47+00:00,20.0,0.04,0.0,0.15,-0.02,-33.333336,1.0,32,1.71875140625,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
120,CELH250509P00025000,2025-04-23 18:06:01+00:00,25.0,0.07,0.0,0.75,0.0,0.0,,0,1.6035176074218749,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
121,CELH250509P00026000,2025-04-21 19:12:31+00:00,26.0,0.21,0.0,0.31,0.0,0.0,40.0,50,1.18359783203125,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
122,CELH250509P00027000,2025-04-21 19:35:04+00:00,27.0,0.29,0.01,0.75,0.0,0.0,13.0,14,1.3378939355468746,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
123,CELH250509P00028000,2025-04-28 18:11:51+00:00,28.0,0.16,0.08,0.16,-0.28,-63.636364,20.0,19,0.9062509375,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
124,CELH250509P00029000,2025-04-28 18:53:00+00:00,29.0,0.21,0.15,0.23,-0.010000005,-4.545457,11.0,36,0.89257919921875,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
125,CELH250509P00030000,2025-04-28 19:35:11+00:00,30.0,0.34,0.26,0.34,0.030000001,9.67742,518.0,601,0.8867198828124999,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
126,CELH250509P00031000,2025-04-28 19:55:16+00:00,31.0,0.42,0.43,0.5,-0.04000002,-8.695656,49.0,83,0.8886729882812499,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
127,CELH250509P00031500,2025-04-28 19:23:01+00:00,31.5,0.58,0.53,0.6,0.029999971,5.4545403,5.0,8,0.8876964355468748,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
128,CELH250509P00032000,2025-04-28 19:30:38+00:00,32.0,0.67,0.65,0.75,0.02000004,3.0769293,75.0,224,0.8974619628906249,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
129,CELH250509P00032500,2025-04-28 19:42:14+00:00,32.5,0.81,0.78,0.85,0.00999999,1.2499988,15.0,35,0.8876964355468748,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
130,CELH250509P00033000,2025-04-28 19:11:04+00:00,33.0,0.96,0.94,1.0,0.060000002,6.666667,70.0,232,0.8896495410156249,False,REGULAR,USD,2025-05-09,2025-04-28,35.93000030517578,PUT,CELH
4,FOXA250502C00050000,2025-04-28 15:21:02+00:00,50.0,0.45,0.4,0.55,-0.030000001,-6.25,9.0,0,0.3711000390625,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
5,FOXA250502C00051000,2025-04-23 17:47:31+00:00,51.0,0.35,0.15,0.25,0.0,0.0,238.0,238,0.3711000390625,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
6,FOXA250502C00051500,2025-04-23 17:29:34+00:00,51.5,0.3,0.1,0.2,0.0,0.0,,35,0.4023497265625,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
8,FOXA250502C00053000,2025-04-09 15:54:15+00:00,53.0,0.62,0.0,1.35,0.0,0.0,2.0,117,0.9072274902343749,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
9,FOXA250502C00054000,2025-04-23 15:46:45+00:00,54.0,0.05,0.0,0.9,0.0,0.0,1.0,54,0.885743330078125,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
13,FOXA250502C00058000,2025-03-21 18:52:07+00:00,58.0,0.53,0.0,0.75,0.0,0.0,3.0,3,1.2402381738281247,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
14,FOXA250502C00059000,2025-03-20 17:56:06+00:00,59.0,0.45,0.0,1.85,0.0,0.0,,81,1.7734386328124998,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
15,FOXA250502C00060000,2025-03-21 18:52:07+00:00,60.0,0.31,0.0,0.05,0.0,0.0,2.0,2,0.8437515624999999,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
16,FOXA250502C00061000,2025-03-31 18:22:42+00:00,61.0,0.38,0.0,1.05,0.0,0.0,,4,1.65234548828125,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,CALL,FOXA
17,FOXA250502P00046000,2025-04-28 19:58:59+00:00,46.0,0.11,0.05,0.3,-0.21,-65.625,2.0,0,0.59570716796875,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,PUT,FOXA
18,FOXA250502P00047000,2025-04-23 18:45:06+00:00,47.0,0.5,0.0,0.25,0.0,0.0,,15,0.5293015820312501,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,PUT,FOXA
19,FOXA250502P00048000,2025-04-25 13:55:59+00:00,48.0,0.46,0.0,0.4,0.0,0.0,2.0,53,0.47852083984375,False,REGULAR,USD,2025-05-02,2025-04-28,49.5099983215332,PUT,FOXA
30,FOXA250509C00050000,2025-04-22 17:50:54+00:00,50.0,0.65,0.6,1.0,0.0,0.0,,19,0.3569400244140625,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
31,FOXA250509C00051000,2025-04-23 18:53:16+00:00,51.0,0.6,0.4,0.6,0.0,0.0,,10,0.3452213916015625,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
32,FOXA250509C00051500,2025-04-23 18:32:29+00:00,51.5,0.5,0.0,0.5,0.0,0.0,,2,0.3579165771484375,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
33,FOXA250509C00052000,2025-04-23 18:32:20+00:00,52.0,0.4,0.2,0.4,0.0,0.0,,9,0.3632876171875,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
34,FOXA250509C00054000,2025-04-08 16:05:21+00:00,54.0,0.91,0.0,2.05,0.0,0.0,,1,0.752932158203125,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
35,FOXA250509C00055000,2025-04-15 13:52:34+00:00,55.0,0.5,0.0,2.1,0.0,0.0,1.0,2,0.840821904296875,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
36,FOXA250509C00056000,2025-04-09 14:16:19+00:00,56.0,0.42,0.0,1.8,0.0,0.0,10.0,10,0.85937640625,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,CALL,FOXA
37,FOXA250509P00045000,2025-04-22 17:50:38+00:00,45.0,0.6,0.1,2.2,0.0,0.0,,6,0.8740246972656249,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,PUT,FOXA
38,FOXA250509P00046000,2025-04-23 18:52:23+00:00,46.0,0.55,0.15,0.4,0.0,0.0,,4,0.47461462890625,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,PUT,FOXA
39,FOXA250509P00047000,2025-04-24 14:32:19+00:00,47.0,0.6,0.25,1.1,0.0,0.0,,2,0.6357458300781251,False,REGULAR,USD,2025-05-09,2025-04-28,49.5099983215332,PUT,FOXA
3,BYND250502C00002000,2025-04-28 18:32:18+00:00,2.0,0.45,0.34,0.53,-0.09000003,-16.666674,35.0,29,2.50000375,True,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
4,BYND250502C00002500,2025-04-28 19:50:44+00:00,2.5,0.08,0.06,0.09,-0.049999997,-38.461536,817.0,1014,0.9062509375,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
5,BYND250502C00003000,2025-04-28 19:09:31+00:00,3.0,0.02,0.01,0.02,0.0,0.0,1373.0,2013,1.3750031249999999,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
6,BYND250502C00003500,2025-04-28 19:57:35+00:00,3.5,0.02,0.0,0.12,0.0,0.0,48.0,342,3.0000025,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
7,BYND250502C00004000,2025-04-25 13:55:16+00:00,4.0,0.01,0.0,0.01,0.0,0.0,10.0,120,2.2500043749999996,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
8,BYND250502C00004500,2025-04-03 19:59:54+00:00,4.5,0.1,0.0,0.01,0.0,0.0,,1,2.6250034375,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
9,BYND250502C00005000,2025-04-24 15:39:42+00:00,5.0,0.01,0.0,0.01,0.0,0.0,3.0,44,3.0000025,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
10,BYND250502C00006000,2025-04-17 15:39:00+00:00,6.0,0.02,0.0,0.01,0.0,0.0,1.0,4,3.750000625,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,CALL,BYND
11,BYND250502P00000500,2025-03-28 14:13:03+00:00,0.5,0.02,0.0,0.01,0.0,0.0,1.0,2,7.00000125,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
12,BYND250502P00001000,2025-04-21 14:34:55+00:00,1.0,0.01,0.0,0.01,0.0,0.0,,83,4.2500046875,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
13,BYND250502P00001500,2025-04-25 18:28:54+00:00,1.5,0.1,0.0,0.01,0.0,0.0,10.0,120,2.50000375,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
14,BYND250502P00002000,2025-04-28 19:40:48+00:00,2.0,0.02,0.0,0.02,0.0,0.0,327.0,175,1.3750031249999999,False,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
15,BYND250502P00002500,2025-04-28 19:34:30+00:00,2.5,0.12,0.11,0.15,0.029999994,33.333324,966.0,613,1.0468797656250002,True,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
16,BYND250502P00003000,2025-04-28 19:25:07+00:00,3.0,0.6,0.49,0.62,0.100000024,20.000004,875.0,294,1.3750031249999999,True,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
17,BYND250502P00003500,2025-04-28 16:38:02+00:00,3.5,0.95,0.33,1.17,0.40999997,75.92592,2.0,0,3.93750015625,True,REGULAR,USD,2025-05-02,2025-04-28,2.4600000381469727,PUT,BYND
26,BYND250509C00002500,2025-04-28 19:54:20+00:00,2.5,0.2,0.18,0.23,0.0,0.0,399.0,511,1.3125034374999998,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
27,BYND250509C00003000,2025-04-28 19:57:15+00:00,3.0,0.06,0.06,0.07,-0.040000003,-40.000004,242.0,656,1.3125034374999998,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
28,BYND250509C00003500,2025-04-28 17:14:55+00:00,3.5,0.03,0.01,0.03,-0.01,-25.0,324.0,906,1.3437532812499997,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
29,BYND250509C00004000,2025-04-25 18:26:25+00:00,4.0,0.01,0.01,0.04,0.0,0.0,1.0,168,1.8125009374999999,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
30,BYND250509C00004500,2025-04-10 14:54:02+00:00,4.5,0.07,0.0,0.03,0.0,0.0,1.0,2,1.9375003125,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
31,BYND250509C00005000,2025-04-28 18:02:32+00:00,5.0,0.02,0.0,0.02,0.0,0.0,8.0,94,2.000005,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
32,BYND250509C00005500,2025-04-17 15:20:03+00:00,5.5,0.03,0.0,0.02,0.0,0.0,1.0,3,2.2500043749999996,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
33,BYND250509C00006000,2025-04-23 18:59:28+00:00,6.0,0.01,0.0,0.02,0.0,0.0,,10,2.43750390625,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
34,BYND250509C00006500,2025-04-24 13:42:23+00:00,6.5,0.01,0.0,0.02,0.0,0.0,,22,2.6250034375,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,CALL,BYND
35,BYND250509P00001500,2025-04-24 17:10:33+00:00,1.5,0.11,0.0,0.05,0.0,0.0,,23,2.0625048437499998,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,PUT,BYND
36,BYND250509P00002000,2025-04-28 19:36:39+00:00,2.0,0.08,0.08,0.09,0.009999998,14.285711,126.0,82,1.640626796875,False,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,PUT,BYND
37,BYND250509P00002500,2025-04-28 19:26:01+00:00,2.5,0.29,0.24,0.3,0.049999997,20.833332,1798.0,550,1.453127734375,True,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,PUT,BYND
38,BYND250509P00003000,2025-04-28 17:06:55+00:00,3.0,0.66,0.55,0.72,-0.00999999,-1.4925358,300.0,39,1.5312523437499999,True,REGULAR,USD,2025-05-09,2025-04-28,2.4600000381469727,PUT,BYND
1,MLCO250502C00004000,2025-04-17 14:53:29+00:00,4.0,0.9,0.65,1.35,0.0,0.0,1.0,0,2.718753203125,True,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,CALL,MLCO
2,MLCO250502C00004500,2025-04-14 17:09:32+00:00,4.5,0.6,0.7,0.85,0.0,0.0,,120,1.2968785156249998,True,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,CALL,MLCO
3,MLCO250502C00005000,2025-04-25 19:28:11+00:00,5.0,0.33,0.0,0.35,0.08000001,32.000004,5.0,692,1.015629921875,True,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,CALL,MLCO
4,MLCO250502C00005500,2025-04-28 16:17:17+00:00,5.5,0.05,0.0,0.1,-0.040000003,-44.444447,10.0,80,0.6562534375000001,False,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,CALL,MLCO
5,MLCO250502C00006000,2025-03-24 14:37:13+00:00,6.0,0.2,0.0,0.05,0.0,0.0,1.0,41,0.98437515625,False,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,CALL,MLCO
6,MLCO250502P00001000,2025-04-24 15:31:18+00:00,1.0,0.35,0.0,0.75,0.0,0.0,,1,18.68750416015625,False,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,PUT,MLCO
7,MLCO250502P00005000,2025-04-21 19:58:26+00:00,5.0,0.39,0.05,0.1,0.0,0.0,2.0,6,0.773439765625,False,REGULAR,USD,2025-05-02,2025-04-28,5.230000019073486,PUT,MLCO
8,MLCO250509C00005000,2025-04-24 17:18:58+00:00,5.0,0.25,0.0,1.2,0.0,0.0,4.0,14,1.3476595117187498,True,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,CALL,MLCO
9,MLCO250509C00005500,2025-04-24 18:01:44+00:00,5.5,0.08,0.0,0.2,0.0,0.0,,16,0.5585981640625001,False,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,CALL,MLCO
10,MLCO250509C00006000,2025-04-16 14:05:07+00:00,6.0,0.05,0.0,0.15,-0.02,-28.571428,1.0,2,0.8359391406249999,False,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,CALL,MLCO
11,MLCO250509C00006500,2025-04-23 13:30:54+00:00,6.5,0.05,0.0,0.05,0.0,0.0,,1,0.8437515624999999,False,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,CALL,MLCO
12,MLCO250509P00004000,2025-04-04 14:46:44+00:00,4.0,0.15,0.0,1.15,0.0,0.0,132.0,132,3.4531263671875,False,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,PUT,MLCO
13,MLCO250509P00005000,2025-04-14 16:17:33+00:00,5.0,0.35,0.0,0.25,0.0,0.0,1.0,64,0.6250037500000001,False,REGULAR,USD,2025-05-09,2025-04-28,5.230000019073486,PUT,MLCO
23,ASTS250502C00025000,2025-04-28 19:59:17+00:00,25.0,0.78,0.61,0.8,0.00999999,1.2987001,2311.0,3231,1.009770576171875,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
24,ASTS250502C00025500,2025-04-28 19:56:30+00:00,25.5,0.48,0.47,0.63,-0.14000002,-22.580648,1475.0,1124,1.021489267578125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
25,ASTS250502C00026000,2025-04-28 19:50:17+00:00,26.0,0.52,0.37,0.5,-0.030000031,-5.4545507,909.0,3481,1.0429735351562504,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
26,ASTS250502C00026500,2025-04-28 19:45:22+00:00,26.5,0.41,0.31,0.39,0.030000001,7.894737,288.0,413,1.0742233789062503,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
27,ASTS250502C00027000,2025-04-28 19:56:09+00:00,27.0,0.28,0.21,0.31,-0.050000012,-15.151518,1555.0,1028,1.0742233789062503,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
28,ASTS250502C00027500,2025-04-28 19:48:36+00:00,27.5,0.23,0.17,0.27,-0.029999986,-11.538457,557.0,1792,1.12109814453125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
29,ASTS250502C00028000,2025-04-28 19:55:42+00:00,28.0,0.18,0.13,0.21,-0.029999986,-14.285707,672.0,4652,1.1367230664062502,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
30,ASTS250502C00028500,2025-04-28 19:49:54+00:00,28.5,0.14,0.07,0.18,-0.030000001,-17.647058,110.0,93,1.1328168359375002,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
31,ASTS250502C00029000,2025-04-28 19:43:50+00:00,29.0,0.11,0.1,0.14,-0.030000001,-21.428572,145.0,194,1.2109414453124998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
32,ASTS250502C00029500,2025-04-24 18:19:53+00:00,29.5,0.21,0.08,0.12,0.0,0.0,109.0,787,1.2421912890624998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
33,ASTS250502C00030000,2025-04-28 19:50:26+00:00,30.0,0.08,0.07,0.09,-0.049999997,-38.461536,2077.0,3359,1.2578162109375,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
34,ASTS250502C00030500,2025-04-28 17:56:41+00:00,30.5,0.05,0.05,0.09,-0.10000001,-66.66667,10.0,251,1.2968785156249998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
35,ASTS250502C00031000,2025-04-28 14:46:34+00:00,31.0,0.06,0.04,0.11,-0.08,-57.142857,82.0,931,1.3906280468749999,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
36,ASTS250502C00031500,2025-04-24 14:00:00+00:00,31.5,0.08,0.0,0.58,-0.030000001,-27.272728,2.0,720,1.99609376953125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
37,ASTS250502C00032000,2025-04-24 16:10:23+00:00,32.0,0.1,0.01,0.2,0.0,0.0,5.0,1732,1.6328143359374998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
38,ASTS250502C00032500,2025-04-25 15:04:18+00:00,32.5,0.05,0.0,0.36,-0.09,-64.28571,22.0,787,1.9140629296875002,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
39,ASTS250502C00033000,2025-04-28 19:15:29+00:00,33.0,0.02,0.0,0.05,-0.030000001,-60.0,134.0,82,1.3906280468749999,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
40,ASTS250502C00034000,2025-04-24 19:51:02+00:00,34.0,0.14,0.0,0.1,0.0,0.0,1.0,100,1.6640641796875002,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
41,ASTS250502C00035000,2025-04-28 13:47:54+00:00,35.0,0.04,0.0,0.2,0.0,0.0,6.0,250,2.00781748046875,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
42,ASTS250502C00036000,2025-04-25 15:42:09+00:00,36.0,0.07,0.0,0.05,0.0,0.0,38.0,598,1.703126484375,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
43,ASTS250502C00040000,2025-04-28 17:06:42+00:00,40.0,0.01,0.0,0.01,-0.02,-66.66667,86.0,687,1.75000125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,CALL,ASTS
44,ASTS250502P00007500,2025-04-28 14:34:46+00:00,7.5,0.01,0.0,0.01,0.0,0.0,15.0,0,4.000005,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
45,ASTS250502P00010000,2025-04-24 17:58:01+00:00,10.0,0.04,0.0,0.51,0.0,0.0,,40,5.609377988281249,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
46,ASTS250502P00012000,2025-04-24 17:03:18+00:00,12.0,0.1,0.0,0.26,0.0,0.0,,15,3.968750078125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
47,ASTS250502P00012500,2025-04-22 13:43:04+00:00,12.5,0.05,0.0,0.21,0.0,0.0,12.0,22,3.6171884570312502,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
48,ASTS250502P00014000,2025-04-25 16:05:29+00:00,14.0,0.03,0.0,0.03,0.0,0.0,2.0,2,2.2500043749999996,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
49,ASTS250502P00015000,2025-04-28 19:41:37+00:00,15.0,0.01,0.0,0.02,-0.04,-80.00001,5.0,85,1.9062504687500001,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
50,ASTS250502P00016000,2025-04-28 19:22:04+00:00,16.0,0.02,0.01,0.03,-0.05,-71.42857,576.0,148,1.8281258593749998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
51,ASTS250502P00016500,2025-04-25 14:31:48+00:00,16.5,0.06,0.0,0.53,0.0,0.0,20.0,20,2.82031544921875,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
52,ASTS250502P00017000,2025-04-25 15:27:02+00:00,17.0,0.11,0.01,0.53,0.0,0.0,27.0,206,2.6640658398437504,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
53,ASTS250502P00017500,2025-04-25 18:07:07+00:00,17.5,0.06,0.0,0.53,0.0,0.0,36.0,69,2.47656630859375,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
54,ASTS250502P00018000,2025-04-28 19:48:49+00:00,18.0,0.03,0.01,0.56,-0.060000002,-66.666664,31.0,490,2.3593791015624994,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
55,ASTS250502P00018500,2025-04-25 17:01:28+00:00,18.5,0.07,0.0,0.55,0.0,0.0,15.0,134,2.1718795703125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
56,ASTS250502P00019000,2025-04-28 19:22:16+00:00,19.0,0.05,0.05,0.25,-0.09,-64.28571,668.0,2650,1.703126484375,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
57,ASTS250502P00019500,2025-04-28 19:20:36+00:00,19.5,0.08,0.07,0.09,-0.09,-52.941177,25.0,97,1.3437532812499997,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
58,ASTS250502P00020000,2025-04-28 19:55:44+00:00,20.0,0.09,0.09,0.11,-0.11,-55.0,742.0,1244,1.2812535937499998,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
59,ASTS250502P00020500,2025-04-28 16:50:27+00:00,20.5,0.12,0.05,0.14,-0.16,-57.142857,42.0,272,1.1367230664062502,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
60,ASTS250502P00021000,2025-04-28 19:33:13+00:00,21.0,0.17,0.16,0.19,-0.19000001,-52.777782,267.0,696,1.1953165234375,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
61,ASTS250502P00021500,2025-04-28 18:59:07+00:00,21.5,0.28,0.15,0.25,-0.16,-36.363636,321.0,297,1.0976607617187502,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
62,ASTS250502P00022000,2025-04-28 19:56:09+00:00,22.0,0.32,0.2,0.34,-0.28000003,-46.66667,532.0,1001,1.0625046875000002,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
63,ASTS250502P00022500,2025-04-28 19:58:35+00:00,22.5,0.4,0.35,0.44,-0.39000002,-49.36709,289.0,492,1.0722702636718753,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
64,ASTS250502P00023000,2025-04-28 19:58:22+00:00,23.0,0.58,0.5,0.6,-0.35000002,-37.63441,607.0,760,1.0742233789062503,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
65,ASTS250502P00023500,2025-04-28 19:44:22+00:00,23.5,0.73,0.54,0.77,-0.42999995,-37.068962,416.0,201,0.9882813671875,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
66,ASTS250502P00024000,2025-04-28 19:41:36+00:00,24.0,0.96,0.9,0.99,-0.58,-37.66234,293.0,353,1.05859845703125,False,REGULAR,USD,2025-05-02,2025-04-28,24.25,PUT,ASTS
107,ASTS250509C00026500,2025-04-28 19:58:00+00:00,26.5,0.84,0.82,0.94,0.00999999,1.2048181,32.0,86,1.017583037109375,False,REGULAR,USD,2025-05-09,2025-04-28,24.25,CALL,ASTS
